收盘价,成交量
3222.741,45843305
3291.599,40091184
3348.353,44668457
3296.672,50311706
3492.893,43284244
3471.743,45455150
3413.907,59852049
3612.539,65484823
3599.618,60994537
3446.244,50889224
3347.882,65487286
3329.162,54831376
3472.713,47113469
3580.146,63291684
3411.493,55069866
3606.857,46251818
3629.619,52765336
3626.188,58959678
3796.576,65093464
3804.054,73262694
3761.605,61586643
3668.897,57861001
3820.048,49100273
3962.673,41407257
3971.257,63653400
4070.116,57224458
4165.878,51333439
4146.299,65682205
4300.515,56747402
4360.986,84932145
4292.654,74109680
4335.446,86956515
4438.265,78513840
4348.543,47835383
4299.513,47922253
4334.047,50524991
4238.179,55686631
4192.533,58811935
4370.285,67601983
4527.177,61309148
4567.026,66474653
4664.295,60663188
4568.151,55824610
4497.127,41386516
4552.316,34913005
4490.721,36914151
4599.696,52619684
4672.17,63374578
4320.767,59307142
4383.393,45141558
4417.849,55080037
4457.944,50356220
4419.294,69350257
4761.688,77928370
4717.734,90038158
4703.047,87963973
4559.751,92491351
4914.435,75643958
5180.514,68635625
5151.626,98941952
5290.606,89278341
5443.791,80719506
5497.901,78714090
5484.677,87724750
5456.541,96553285
5435.807,76805862
5386.531,102477863
5393.343,91933001
5361.574,80875238
5319.861,98510323
5272.814,76566609
5261.563,77187038
5308.889,87324184
5233.351,74458628
5201.181,71023624
5234.262,85080422
5101.779,66142705
5043.535,57742689
4941.784,56275775
4836.174,40558047
4876.761,63546722
5007.911,53052727
4958.043,67283324
5095.543,72156227
5175.076,66848427
5161.919,68817889
5091.756,49961574
5035.073,43159311
5042.654,54299786
4915.889,42835766
4868.611,53750775
4871.778,43314662
5003.333,50071545
4803.394,32756757
4861.111,30833864
4958.849,36755797
5032.13,30872962
4984.161,40370330
5214.225,41231609
5293.703,49057398
5269.817,41097731
5316.274,37387331
5365.267,47819419
5412.694,50992880
5158.118,49237316
5187.735,52582703
5315.54,47341262
5330.023,48924662
5601.783,42730328
5536.569,45068039
5634.452,64132597
5777.809,59541596
5914.285,64885103
5954.765,71029564
5897.193,54278820
5747.997,50164402
5589.631,51519175
5562.394,71714448
5843.109,60292831
5773.387,58453968
5667.332,54433674
5818.047,55224892
5825.282,69805425
6036.281,71312588
6092.057,88152159
6030.086,98707442
5903.264,119148432
5913.23,94709657
5771.464,92445344
5715.892,83289030
5692.755,95983083
5552.301,80631285
5409.403,58884300
5338.52,63608585
5425.88,96509579
5485.013,81798471
5454.674,92838809
5470.065,86547205
5395.265,89725500
5425.208,102690994
5421.392,105638609
5312.182,94673912
5273.592,86550216
5172.627,97058855
5113.968,110055262
5355.287,102368235
5277.176,119841029
5393.66,106987966
5310.716,96240624
5294.045,120426368
5321.055,125779649
5218.825,103556261
5167.884,101210584
5109.427,100824139
5194.689,105436739
5150.118,116154244
5107.668,108995636
5032.494,99309428
4980.075,108110938
4955.207,104204109
4904.855,99152937
4656.574,91159048
4765.448,90538411
4869.883,90509675
4872.785,88568208
4820.064,114184714
4749.369,101867058
4754.095,97660198
4663.162,118909163
4651.225,116181085
4628.108,111707979
4560.774,115116672
4407.73,98278578
4300.563,126292874
4471.032,108561410
4440.769,112589768
4345.357,100245813
4346.458,99210669
4323.966,93950043
4210.329,110989252
4213.361,121668964
4058.853,83110646
3912.941,48737595
3930.06,62871834
3896.191,48712223
3821.916,47615280
3914.395,46024471
3915.991,55158363
3865.723,51353880
3853.021,76563334
3883.216,83480539
3781.348,80737241
3615.872,63405936
3816.165,56474777
3899.724,69749217
3836.294,74254060
3820.703,86099985
3914.204,97831610
4078.599,95113481
3973.371,93817469
3941.081,101606655
4091.445,119692037
4230.823,112919856
4181.323,135212775
4269.524,124581814
4253.348,128977748
4132.869,108665532
4115.209,138385604
4176.48,166948499
4072.138,149472398
3995.68,133842739
3913.135,135877192
3890.803,142366475
3776.317,145873852
3767.101,157137959
3670.401,114859357
4000.742,160934985
4109.654,173115312
4053.088,185596729
4334.924,172097642
4272.111,178615174
4179.776,154192860
4151.133,180984388
4173.709,161399478
4110.379,173562090
4072.225,156171062
4030.258,130756274
4048.293,139277988
3986.043,131719774
3899.178,156677553
4046.392,139326221
4021.678,140638210
4049.701,171113940
4013.085,208397449
3950.011,160568200
3841.272,146525713
3759.867,132175456
3783.063,117256968
3743.959,151763061
3720.532,174389341
3710.886,163498116
3584.204,138889292
3449.016,172725541
3612.396,150485424
3611.87,160660646
3596.441,131039101
3518.267,150695876
3531.029,135389879
3495.224,147572114
3444.291,147807284
3398.95,137314104
3323.585,119644881
3319.14,114528051
3291.542,112616107
3291.299,108601391
3252.595,97350446
3183.983,89424006
3197.537,149539661
3173.018,167267939
3138.826,124578931
3122.811,122660537
3074.286,118686417
3071.225,126065545
3057.38,99190127
3032.195,92761890
3014.442,109971752
2930.481,122681308
2951.698,101745754
2906.334,113730739
2964.794,107189316
2954.914,101542444
2937.91,107139105
2928.015,88955123
2896.594,87913930
2840.175,77040486
2785.306,106910584
2831.526,93943965
2797.19,127364860
2881.073,121479168
2771.791,161375663
3040.599,112056992
2998.474,117921722
2993.008,108831177
2905.093,94044555
2831.872,79001671
2807.174,79009403
2730.386,80874438
2737.732,88434295
2716.175,94883764
2675.697,86629950
2612.537,69224512
2673.212,85446236
2785.432,93443531
2786.335,114265970
2930.562,111931721
2945.263,112067906
2882.558,109599131
2857.365,117197215
2975.129,122056790
2949.144,142791803
2933.19,138576090
2832.207,122061894
2756.983,112313956
2778.9,127377480
2821.017,111178574
2794.701,91761561
2668.11,107303768
2770.11,121598717
2825.576,111769365
2807.804,110751267
2707.199,106813244
2641.334,106155625
2715.719,120156021
2675.474,86769012
2567.594,78718941
2536.387,72118218
2479.732,72261492
2435.762,73939450
2343.668,70484620
2342.938,83182551
2373.205,78298935
2364.177,87054928
2332.434,78252193
2273.908,60611949
2249.11,58439320
2223.455,57492749
2218.951,70191776
2180.496,62676017
2093.638,80889719
2156.75,99278766
2156.604,104347807
2173.285,88157171
2161.648,87232790
2102.049,76178964
2099.289,72779731
2054.091,56002280
2038.721,55070638
2047.277,57840031
2050.812,61232080
2062.363,60721945
2041.355,64881669
2037.552,53894076
2017.279,59146901
1971.793,49418740
1941.547,63983566
1922.935,46682441
1888.239,43188028
1863.765,50016729
1883.347,62809427
1896.482,44096182
1866.817,37770454
1889.53,54849074
1886.307,49544517
1866.362,49860720
1851.314,51741725
1855.713,47783526
1837.993,46557135
1809.656,45335944
1807.175,73748923
1810.646,48737082
1806.646,44512259
1805.181,39911206
1759.394,44441085
1790.364,41461599
1792.253,41490607
1787.185,36810563
1763.901,39262344
1771.299,46766160
1784.656,42539842
1778.181,53169046
1790.104,49283882
1784.862,55136493
1785.385,52935143
1752.424,41236285
1736.963,33979858
1725.039,29247158
1712.637,33134530
1722.366,40168093
1725.361,44777828
1740.901,39533146
1732.453,38836571
1735.241,43455330
1732.987,44840062
1721.045,47032307
1689.692,33888258
1689.389,43045691
1695.862,37390453
1674.966,30590529
1667.984,26552028
1661.19,31522754
1672.121,33579623
1664.078,40533493
1657.52,33093426
1636.691,35954575
1658.638,35135016
1655.195,31442858
1651.024,48050411
1650.438,39341243
1623.034,27821614
1623.017,25061297
1612.396,27212907
1613.355,26701211
1601.15,23374318
1598.018,23974248
1603.332,23391904
1616.41,28563998
1595.657,20259214
1570.738,25655050
1605.926,23451467
1606.065,26323136
1578.566,21636036
1580.577,23382998
1547.436,24099206
1570.15,25867054
1601.058,20822293
1600.872,27865763
1600.614,32310660
1612.733,33654486
1662.031,33268968
1675.168,36201831
1686.654,31167231
1685.461,34237801
1665.944,31184008
1665.328,29960489
1655.122,28661197
1645.16,35059830
1684.252,31405354
1682.887,32203933
1665.208,41587804
1655.773,67471589
1740,48785891
1745.806,40085450
1734.329,39049526
1730.19,49430127
1741.47,50062669
1718.555,60720806
1681.547,54316492
1697.282,48636592
1672.211,49837076
1671.618,51799028
1639.286,33220601
1639.551,36451784
1633.449,39499250
1605.711,35026778
1596.066,32465888
1598.116,39705880
1592.332,35537111
1586.286,35562047
1574.467,33572612
1533.98,28473398
1531.327,32438103
1548.495,32450683
1552.798,31496274
1551.384,47003917
1591.49,54576873
1589.545,65085316
1679.126,58422960
1684.624,67297771
1669.399,78144691
1684.195,67843864
1641.3,57015979
1657.288,53087733
1648.538,51715168
1613.894,43722532
1591.425,41049372
1590.924,57270432
1604.552,69900145
1657.689,77258873
1659.545,77086291
1617.281,60585107
1625.146,70980534
1613.251,88275040
1664.088,87725270
1602.832,68393752
1537.377,73218335
1545.687,62717096
1531.161,64683904
1497.104,51620655
1440.223,44562043
1416.732,37608444
1417.477,48410649
1399.767,43248836
1409.786,52015803
1416.793,45569103
1385.9,43303288
1396.702,40578163
1385.114,36785181
1378.614,42219761
1359.538,37871219
1332.33,41299055
1360.132,37129072
1362.229,43870408
1359.081,41415428
1342.965,40666055
1339.737,41715075
1340.162,37763198
1329.798,37134050
1319.471,32804669
1298.295,26636858
1294.718,26038827
1305.567,34152236
1298.791,25011826
1295.915,20613246
1294.704,24423936
1302.457,25465408
1296.706,22330090
1290.395,24345687
1288.418,20297174
1269.462,18754804
1274.19,18322699
1274.812,18451269
1259.044,14875712
1259.674,13775153
1245.653,14095626
1245.166,15385934
1250.384,19841574
1259.916,22653395
1288.955,20329582
1293.297,24925458
1285.666,28445729
1306.586,23640674
1299.03,23647422
1297.186,26819785
1296.866,23578148
1288.847,22875047
1284.226,28517841
1288.419,26659021
1267.542,21542797
1267.408,25903067
1270.633,32352607
1299.166,30147904
1286.327,22541704
1279.64,26131772
1282.656,26314211
1269.454,29079091
1290.055,32857299
1282.096,38404741
1287.626,29177507
1258.046,26558660
1252.062,29671421
1255.774,29028660
1255.308,33203923
1251.576,33617749
1233.35,26667854
1208.438,19726462
1202.869,25274318
1221.459,27708578
1226.704,27018916
1211.053,30631464
1220.618,26794547
1215.668,28706657
1209.422,34342856
1197.269,29484479
1180.963,23258542
1161.057,20027934
1169.862,21803399
1157.034,14680286
1154.288,15673883
1156.823,18653133
1144.871,14472553
1135.238,11121539
1130.759,12292322
1136.342,11712710
1131.751,12228678
1127.508,12610777
1123.555,16824259
1125.387,15022124
1117.846,11376092
1116.367,11944637
1113.477,13487010
1098.323,10398709
1099.615,10389383
1087.794,11052745
1079.197,11224965
1094.287,10636974
1098.747,8932119
1099.261,10875975
1096.986,11879938
1110.823,12852408
1114.916,15509150
1113.374,17140958
1105.746,12601919
1098.655,14646805
1119.936,15543906
1116.999,22480629
1095.31,11961802
1095.89,12608646
1087.508,12215753
1088.653,9202688
1090.195,12560032
1088.301,16155985
1108.153,16725453
1110.147,15311164
1100.65,12082279
1100.045,12783138
1095.273,16862694
1104.792,18764779
1089.95,13985501
1092.817,14835142
1080.867,17973929
1097.782,17203742
1097.161,19211835
1121.918,16929914
1141.171,17275913
1141.318,18011154
1135.949,17371817
1134.608,18908399
1141.201,18928090
1131.375,15135238
1139.547,15145999
1152.607,16905239
1161.853,18467231
1157.192,13426560
1138.95,11720065
1155.614,14493481
1155.485,18536992
1131.774,14751543
1133.237,18093629
1155.042,14538133
1151.98,18774394
1159.96,28602274
1187.988,31799464
1212.617,32300692
1220.627,24656893
1212.947,22397225
1217.281,27217492
1217.261,32243761
1207.164,25913705
1188.212,17096689
1189.625,22155746
1194.411,30528056
1194.309,28602851
1173.322,33685273
1196.224,26700066
1188.848,28920490
1184.933,33830475
1162.798,21676099
1146.385,18551862
1154.428,24333195
1171.86,24296356
1172.475,24232098
1167.137,22674109
1149.957,21840708
1158.597,24033198
1150.184,31501185
1148.035,49201496
1192.834,32307341
1177.278,33155379
1187.006,30319519
1167.915,40478755
1183.579,36967037
1165.033,31427115
1152.534,27154091
1138.882,30237526
1128.743,27096069
1102.589,19436798
1107.699,31436454
1104.038,19015019
1088.948,14731551
1083.033,17683944
1086.548,24695847
1089.909,23812348
1072.807,25577510
1045.4,14134108
1046.321,25488349
1020.632,11140360
1021.052,10568559
1014.355,9882316
1012.097,10964842
1026.115,12750514
1040.416,12571093
1037.394,12821974
1046.161,18457805
1011.499,11330361
1017.983,10337367
1038.597,8570426
1033.545,9196428
1039.043,10494885
1047.278,12275958
1055.594,13597814
1080.938,13785959
1104.992,13469379
1108.588,13458431
1124.64,21842381
1101.882,11121075
1093.702,11484886
1102.033,12351453
1101.486,15478090
1115.62,21468619
1085.61,16752562
1086.01,14483083
1072.836,15267633
1093.464,18368255
1106.291,19203779
1108.286,28410801
1131.052,40690928
1115.582,40282852
1030.941,15703053
1034.378,11043599
1013.637,10016268
1016.063,11465556
1039.187,10062490
1060.738,9239224
1060.162,8599816
1051.946,10146251
1058.867,9498556
1072.137,9807597
1073.847,11029454
1070.844,9533945
1099.269,9584041
1103.475,10658166
1102.965,10378408
1099.64,11568727
1095.468,10227759
1107.627,13474947
1103.993,12355883
1124.271,10995569
1135.561,13164154
1130.835,10869350
1159.146,14105696
1169.118,17419743
1148.757,13612865
1165.335,13974141
1157.971,13547648
1169.187,13578363
1172.556,13266844
1184.193,11182984
1199.902,10950126
1197.735,11671176
1216.962,14262298
1234.332,15616198
1248.203,19547071
1219.511,13075881
1240.972,19300757
1248.521,17768998
1225.487,24276814
1214.868,16727966
1191.745,11582684
1202.967,13794401
1223.566,19660332
1181.236,10437790
1172.574,11383481
1195.018,9233160
1200.113,9023233
1205.634,9527589
1208.192,11477190
1201.649,13440605
1206.922,14653309
1231.046,9963687
1227.403,12452432
1243.475,12895543
1255.589,13663373
1269.144,15642719
1293.5,18692502
1289.941,14996714
1286.233,17897669
1316.791,20567187
1318.271,17984398
1293.739,10762246
1287.714,11049958
1294.339,12823609
1287.45,18628635
1303.412,13980952
1306.003,17651432
1312.445,24069610
1309.949,20115815
1309.475,24189127
1309.277,22602815
1284.48,12536922
1258.969,10688050
1276.134,11218612
1278.88,14445455
1269.004,17028293
1242.307,20415225
1252.5,19054062
1188.931,9340222
1191.823,9078062
1213.673,8170557
1225.891,9412829
1241.958,9640691
1254.234,11813924
1255.777,18020207
1234.476,16970080
1204.394,10310284
1218.108,9377195
1225.454,10190288
1216.652,10028565
1245.62,9898327
1256.314,8746707
1256.923,6769585
1257.462,7725570
1252.401,7234683
1244.746,8940871
1239.43,7922254
1251.937,8678651
1242.774,8161770
1266.496,8303949
1273.709,8812857
1274.313,8713987
1278.943,7758212
1280.272,7231149
1285.036,7180521
1282.719,8476088
1307.57,13339675
1275.17,6999529
1275.459,8053107
1290.49,7662099
1305.018,9058802
1313.045,11405089
1307.553,8045982
1309.695,8549453
1317.717,11072386
1338.81,15257911
1326.438,8593358
1323.752,10236805
1339.644,10664785
1337.197,13505016
1333.09,12804483
1334.944,9553429
1340.771,9277245
1337.434,10083151
1356.727,10434933
1358.333,13425338
1359.125,16355434
1371.244,16328520
1383.02,16667439
1379.96,14107904
1367.828,11589095
1356.138,12234261
1370.389,14165607
1370.046,14230535
1352.217,15744105
1347.07,27429895
1354.386,23319738
1307.429,7111640
1304.229,7376656
1305.128,9996360
1304.776,13974384
1326.749,13282835
1301.528,10960955
1305.291,11961915
1320.536,17905715
1341.737,19593829
1342.799,20768242
1324.783,17069712
1311.151,17566033
1329.355,17925061
1310.545,16436469
1330.584,11864561
1337.618,13040369
1335.394,10119136
1330.518,13543168
1332.938,17247771
1386.721,14284111
1384.439,17089837
1413.154,23214829
1422.929,13813984
1396.7,13680023
1420.009,14036572
1435.589,15027514
1427.398,21099196
1435.563,43475624
1464.779,23744934
1420.148,32238924
1448.562,38403424
1463.221,44940848
1414.702,33018704
1371.201,24053604
1355.226,30964442
1300.357,13197996
1260.316,7293314
1287.081,6512138
1284.307,8667538
1309.333,8600496
1324.294,6308507
1321.465,6085463
1327.116,8206269
1327.927,9207820
1321.462,6758693
1342.062,12592352
1319.407,6289423
1320.614,7126479
1334.422,6084274
1339.784,6879255
1344.626,10166386
1325.413,6770421
1341.738,8835866
1340.45,8623672
1358.216,7980519
1360.2,7568852
1354.511,8121606
1368.45,8592050
1368.196,8755345
1384.964,7948078
1400.769,7162672
1395.848,8224818
1390.461,9235484
1389.039,11043246
1404.505,17709082
1366.258,7792464
1373.217,7271499
1386.202,9311763
1407.331,11508945
1388.81,10422292
1384.128,9508097
1387.67,8444411
1407.396,10997608
1407.438,13235340
1448.037,9644045
1447.941,12447571
1457.537,13493061
1456.13,22935944
1421.544,12771154
1403.755,10506909
1399.461,7358626
1397.148,8930134
1430.654,7418729
1439.783,7158494
1438.398,8110749
1450.501,12579503
1444.59,8398896
1441.19,11068765
1441.068,14580099
1399.162,8709699
1408.689,10654000
1385.181,8313757
1401.113,9854145
1427.754,9506898
1440.729,8713056
1450.683,11141370
1433.467,8221234
1427.301,10520460
1445.501,9847524
1475.416,11787133
1463.777,10726086
1438.736,11295660
1472.072,11086339
1468.344,11337074
1468.071,12367770
1493.814,10754945
1517.145,9975911
1542.086,11746335
1543.527,11785274
1567.067,14522630
1579.658,14386479
1555.906,8092426
1548.722,9525949
1557.178,13529194
1524.436,8092712
1518.045,10111280
1550.348,9315736
1558.33,10149540
1549.061,10559511
1558.287,13211805
1555.442,12609870
1539.959,8873142
1562.688,10072769
1597.57,9567336
1603.768,11874966
1568.059,8208075
1560.9351,7260825
1595.587,12990051
1579.447,14230964
1606.801,13260498
1611.86,13376477
1635.499,10944212
1635.501,13463930
1657.785,13383034
1651.577,15865939
1669.422,13670257
1675.885,14759026
1693.861,19029894
1679.076,16507156
1697.156,21530458
1715.136,20636894
1722.986,20293370
1727.348,26828828
1770.279,24467966
1774.552,24717080
1777.516,25421632
1766.483,26351058
1768.645,23211072
1758.147,19312172
1741.623,17695362
1724.277,15167516
1719.674,17799934
1734.047,17971982
1736.477,18123060
1740.054,20233070
1741.695,20729146
1755.685,20490810
1747.872,20193520
1717.26,23578002
1745.098,21244536
1745.543,25148776
1736.22,29065090
1694.743,18390718
1691.643,20650830
1678.073,18952304
1637.099,18792044
1637.144,22766482
1662.096,18133416
1668.874,19255238
1661.812,20541766
1687.278,21959202
1689.76,21458634
1675.067,21316242
1654.898,25085848
1647.381,26285834
1682.297,29305682
1681.654,30566856
1721.752,26552606
1717.015,28931694
1717.096,31098174
1703.774,31976010
1696.827,25466728
1658.539,24025736
1663.832,29156698
1677.759,29288748
1691.009,30284730
1703.529,28825142
1679.193,36763884
1693.428,36343792
1685.159,36039924
1649.282,28195284
1623.88,40309888
1590.729,26500536
1628.837,19910392
1600.425,21985944
1586.493,20285774
1592.423,22763200
1612.683,28434554
1618.518,26156496
1581.466,35958288
1610.126,32013228
1587.204,34482972
1574.523,36703572
1568.353,32784966
1517.193,18978088
1497.044,21645524
1509.985,17800480
1496.427,19363864
1514.775,19920922
1512.597,24967400
1513.825,24159982
1500.64,28372572
1492.963,29921380
1446.285,26339928
1457.301,15819151
1453.995,18767610
1466.337,18618896
1470.357,12980440
1470.792,16078232
1470.023,20822422
1469.422,22148788
1443.366,12432960
1436.663,15664419
1451.118,17066736
1452.809,19941112
1445.026,23547704
1435.314,21475944
1432.703,20067920
1397.225,13000534
1389.103,17304762
1411.909,17701890
1408.415,27759954
1404.008,19893086
1361.559,21161552
1376.506,21739638
1338.87,10836911
1316.562,15365955
1328.103,6333991
1331.051,8135283
1319.608,9356415
1317.792,10296484
1343.616,9804738
1340.097,9062253
1335.205,15809009
1356.79,18254720
1385.11,16205427
1389.545,27955262
1364.055,13639622
1348.303,10788335
1344.633,9590991
1361.487,14258918
1369.325,11003647
1369.463,8603581
1381.83,9427492
1386.653,10879055
1398.01,16180474
1364.301,7456708
1359.498,5823284
1370.582,5759780
1365.505,6427421
1383.098,7471055
1388.172,7043525
1399.658,9254776
1404.008,13671898
1369.174,6069543
1371.685,4742732
1367.161,6695770
1355.335,5690487
1370.843,5058716
1376.291,5387565
1394.229,6534770
1390.174,6580509
1381.443,5402086
1391.37,6068520
1390.485,6449628
1389.822,6969215
1406.104,7549020
1397.54,7837559
1409.162,10898797
1423.96,4983347
1423.177,5805676
1420.074,6869803
1425.727,6572019
1431.533,8797560
1447.425,7756322
1447.85,7934245
1446.512,9618677
1449.816,9787720
1421.983,6255922
1415.693,5252151
1425.362,5185861
1425.212,5719069
1422.176,6247526
1438.883,5655785
1441.09,6357186
1441.664,6302306
1449.712,5174717
1445.089,5706707
1450.203,7380294
1455.899,7751326
1465.827,5384685
1479.283,4651339
1474.413,5113104
1471.272,7786446
1487.37,6214445
1486.252,6170086
1494.312,6248160
1494.365,8325095
1476.969,6974270
1476.742,6234450
1479.652,7373850
1477.296,6097542
1470.393,7248409
1477.651,15628453
1493.451,7130576
1502.148,7877962
1498.485,10213118
1495.885,12215025
1507.162,13638491
1539.358,15231598
1529.491,9458006
1525.439,8770402
1521.414,6951944
1528.854,9795392
1531.927,15221356
1503.314,6284420
1512.019,7483613
1501.484,7110300
1502.349,7297746
1504.436,7366238
1499.682,7941319
1484.704,8359717
1486.024,11418299
1497.054,10259070
1515.375,12574490
1502.077,9119553
1512.429,7554533
1511.365,9121908
1529.47,9253283
1538.754,14504294
1553.877,13207889
1557.175,9952659
1559.705,9221960
1566.766,11378883
1562.106,9547458
1565.84,15511866
1538.762,8163290
1530.215,11346522
1538.92,13874500
1556.249,13022067
1574.111,15927706
1562.237,12665087
1576.528,13112817
1576.261,18321274
1568.156,16911020
1551.811,17345720
1568.341,15966476
1569.512,17357022
1560.955,20813338
1546.113,10989875
1533.483,10444031
1535.52,13266615
1555.447,16507581
1554.452,18130438
1555.285,26715502
1522.924,20254406
1485.307,25529590
1531.867,17378744
1521.444,20966324
1509.313,20674900
1537.691,26462608
1487.147,13901836
1503.59,24854482
1541.96,17664770
1568.692,13557199
1571.714,25098944
1603.077,27414894
1613.604,32118988
1606.24,44806840
1631.47,38151012
1616.072,46769752
1576.86,39418800
1551.18,43111016
1543.674,31762636
1520.551,16253782
1515.132,13549293
1521.128,10240916
1511.729,9479199
1521.32,11090214
1522.546,15222781
1510.578,11841571
1491.941,14660785
1499.347,15051894
1456.271,6271469
1462.4,6475235
1477.766,6524191
1474.657,7617922
1464.54,7655740
1469.96,7637422
1459.892,7088745
1469.274,7187381
1466.044,5613442
1464.649,6033789
1475.008,6403671
1469.548,6336210
1468.919,8947347
1493.093,8335401
1498.343,9982208
1517.179,8142890
1524.304,9198499
1525.483,10236144
1511.932,8360100
1513.704,10416100
1513.175,8486200
1511.275,12912800
1481.936,7947700
1478.871,12053400
1509.486,10019900
1510.803,12157155
1496.468,7252743
1496.523,11086400
1510.95,9248600
1504.338,13093300
1510.671,10627700
1492.764,5979700
1480.169,7999500
1499.815,12698300
1500.639,10478500
1496.157,14672600
1479.07,14814600
1450.616,11427599
1460.53,12139944
1454.891,17551200
1482.681,22487800
1478.675,21566700
1485.618,24575400
1459.92,37023000
1466.851,41012400
1386.314,8607700
1384.859,16263300
1397.384,18529300
1372.067,9823400
1332.061,7343200
1334.679,6750100
1319.868,4576474
1320.63,6500700
1357.654,9892700
1366.362,7791300
1382.971,8293600
1384.152,12554400
1421.515,6762700
1430.827,6286700
1430.199,8299900
1427.936,7227100
1413.597,5598400
1411.719,7271200
1416.096,6702700
1408.515,7594400
1396.898,6903001
1383.91,6552300
1379.195,5247800
1383.84,6045300
1400.867,4038300
1405.525,4447300
1404.88,5569800
1414.454,9306000
1408.843,6341000
1395.675,8684900
1434.182,21439700
1417.525,9622900
1378.752,8835000
1371.167,6775801
1398.438,5364400
1395.497,8541900
1390.629,8854800
1425.843,7054400
1462.174,4980700
1451.29,4635300
1463.691,7288200
1460.795,6492900
1490.464,8028000
1485.913,9789700
1504.403,5626400
1522.187,12127700
1554.237,8131801
1552.561,8156400
1558.239,15686700
1531.842,7102800
1510.76,6107001
1507.496,7586201
1509.707,8251400
1510.882,6813100
1502.716,6507300
1520.313,6455700
1536.52,5153900
1548.965,5245500
1548.104,7363100
1524.925,3884600
1519.539,5077600
1513.097,5110100
1537.388,6384601
1524.728,4701200
1531.676,6573200
1524.051,8199300
1530.407,7217300
1535.366,19118400
1562.993,3511700
1581.618,6240900
1587.649,5777700
1597.837,4409800
1596.732,4245900
1602.591,3573500
1604.913,4227100
1619.354,7208900
1594.584,4372000
1604.881,6095200
1604.083,6453600
1625.759,3541400
1624.558,5083100
1620.355,6225000
1625.111,6982800
1621.582,5353900
1631.384,6983400
1641.807,8241600
1663.972,5036100
1674.07,6252800
1668.774,4640300
1666.618,4658700
1667.318,5690800
1676.77,7490029
1679.691,7445300
1670.685,6019600
1683.207,6964500
1686.111,12210700
1673.549,7388100
1671.351,10656400
1644.301,4212100
1646.792,7805800
1634.366,4488800
1646.722,4120800
1636.632,3718100
1634.566,5140200
1647.046,5503100
1659.802,5041900
1668.065,4228900
1670.619,8063100
1653.957,4460800
1661.871,5283500
1653.008,5965300
1651.594,6414000
1669.002,7452200
1665.674,6171200
1657.499,5912700
1665.109,6629800
1672.4,6068000
1673.861,7420500
1681.009,10196000
1713.861,8058900
1704.912,9559200
1701.718,7408900
1691.623,7960800
1687.945,9649800
1698.298,9034300
1696.94,11288600
1701.824,15511800
1729.986,11637700
1732.934,12441400
1722.188,14110100
1713.135,17093600
1730.919,15529100
1724.949,15195000
1713.705,20825400
1732.755,40515800
1723.545,26111900
1712.91,29518700
1706.591,52889904
1707.313,85051896
1562.722,17967800
1516.151,5680500
1507.668,4434300
1524.068,8365200
1496.242,4482200
1494.246,5461500
1511.711,5775801
1524.842,11734300
1530.963,5805300
1517.23,5479400
1529.507,11445400
1521.263,10962100
1462,5415900
1490.514,5546201
1483.348,6233401
1515.733,4850400
1523.522,6713300
1524.806,6605600
1558.524,4680600
1555.048,4682100
1549.466,6374700
1571.611,9149000
1564.489,7702500
1588.108,12498900
1541.53,6012900
1567.497,8445100
1549.501,10526900
1598.354,7819100
1616.231,6308200
1623.94,6777300
1638.198,6997300
1650.578,6538500
1652.368,5335500
1667.749,11275200
1665.812,12737100
1640.589,9104900
1615.919,5909900
1611.051,6859500
1624.546,6396100
1627.48,6609401
1635.172,10622400
1628.137,9560200
1644.395,9050200
1640.285,7547600
1649.5,10513300
1658.979,11237800
1649.53,11766400
1677.658,14493700
1667.522,18754700
1640.65,7840400
1634.643,13270200
1641.699,13272800
1594.508,9056800
1582.883,10704700
1608.506,9246300
1603.905,15007400
1650.673,9549300
1654.231,9183000
1649.484,13766799
1675.289,11101700
1669.694,13586600
1685.017,18358166
1682.51,26220600
1665.357,17211900
1623.884,16323000
1620.976,17542200
1665.151,16495100
1623.432,19757200
1643.692,30771400
1664.094,36350700
1640.256,33084300
1613.001,22017900
1569.208,21051700
1560.079,18763600
1526.804,7526300
1502.54,7298201
1524.701,9027800
1538.319,11617100
1531.43,9296600
1530.284,11375700
1506.615,9404000
1515.394,12798700
1485.802,11856200
1518.28,13974400
1511.327,11584700
1485.77,18166900
1491.665,27589602
1396.605,7118000
1392.775,8726100
1359.549,13984100
1451.484,9777400
1456.404,17330600
1444.965,13839500
1358.691,9519900
1366.968,5676900
1415.438,10553100
1419.519,8109100
1479.619,6379801
1459.653,7312500
1485.108,8867100
1535.593,5483400
1576.437,12487601
1561.349,6808601
1583.461,6071400
1596.76,5134000
1611.393,5265300
1645.971,10632300
1639.484,7060500
1627.923,7360700
1633.643,7229000
1611.17,6263900
1606.104,6635700
1640.142,5902500
1631.537,8320900
1672.698,5899801
1687.29,6820200
1665.938,5152000
1675.514,6840601
1688.013,8595300
1715.172,8719700
1728.878,9127800
1748.682,7386900
1745.407,8245100
1751.182,9694300
1745.227,13622700
1769.681,10210900
1762.562,12308900
1747.993,12148700
1732.296,10537600
1735,13331700
1722.589,7839900
1705.885,7893300
1712.564,10254900
1715.813,9541100
1705.664,10728900
1699.732,14353100
1669.894,6853200
1646.763,17699500
1621.344,4447500
1617.102,4801700
1615.931,5573401
1621.195,6005700
1630.359,9657029
1605.871,9157186
