收盘价,成交量
3113.886,101866376
3179.078,105646586
3255.213,103873513
3274.46,101484567
3302.904,118243321
3247.318,91542945
3254.264,94306516
3239.568,115095030
3296.664,137065573
3331.897,139876001
3317.044,215945072
3264.628,159219988
3269.752,175051363
3235.363,165279767
3195.301,138860263
3096.265,148802727
3170.98,217978838
3290.165,189026737
3223.526,250211554
3338.663,169531590
3308.346,176074025
3320.612,174619648
3303.234,158663952
3282.889,166037305
3275.048,200378981
3187.647,151147494
3172.945,138033047
3175.192,126821701
3178.61,142448019
3175.585,139189835
3164.037,163490814
3155.053,145465766
3128.537,145370268
3114.227,150552258
3076.649,137286110
2995.848,104792187
2960.466,110282234
3031.329,100973138
3021.459,120886757
3109.566,114826118
3107.847,138600902
3051.412,103031488
3070.589,135482770
3084.454,143651187
3038.273,120615598
2976.633,92222799
2979.788,98617587
2970.532,129630148
2936.191,79997904
2894.483,88186631
2911.715,85546555
2779.426,64833254
2754.54,73565539
2763.525,71874586
2838.842,75167601
2853.554,102541326
2842.721,107626362
2897.553,124074699
2967.011,136231980
2962.667,168076584
3060.26,160740391
2999.71,147415778
3033.728,144467755
3026.741,143711225
2989.792,123246666
2924.883,105894857
2946.259,130754494
2930.475,127929384
2881.116,131182812
2861.609,128889936
2845.024,129890251
2714.974,83934714
2683.724,98042585
2667.745,118246250
2860.688,123048500
2946.395,136745904
2967.595,130425354
2915.803,145236180
2993.429,122875721
2960.771,126790301
2911.582,110039086
2785.584,114469464
2910.884,106251526
2870.63,125058959
3046.972,125815592
3140.56,116934226
3112.719,134447463
3264.726,103752297
3249.76,126683738
3260.69,153160007
3356.33,174827374
3428.501,202502543
3471.442,211490154
3462.59,200813706
3412.062,193714375
3321.56,198010213
3266.432,275801197
3438.371,204245819
3435.212,197623634
3372.603,189738676
3328.49,166397752
3296.615,168213043
3213.206,197565897
3266.92,198870795
3189.741,164690672
3183.742,191230184
3188.551,195911479
3145.157,161688479
3080.556,156610057
3113.932,161162269
3123.035,167287882
3080.774,155489181
3089.45,178775741
3124.667,183237316
3088.367,159467946
3060.254,161960284
3008.15,138250133
2959.362,125813958
2975.314,128543774
2928.211,109560720
2925.046,119613020
2922.299,140574260
2892.697,144465267
2896.302,146972200
2880.492,153023362
2853.903,138842694
2810.123,110783742
2776.022,103383327
2789.549,106225013
2743.762,127694651
2797.32,134114877
2816.247,145267188
2787.887,132601567
2768.336,133231447
2753.891,146648113
2767.244,170878921
2778.589,155681658
2724.302,156356058
2721.28,147959551
2632.93,103167720
2588.575,114514670
2610.01,112000785
2597.601,99147298
2610.622,138926981
2651.414,138245861
2676.682,147466097
2652.779,119048894
2645.263,110890182
2639.887,124762442
2663.766,145836006
2618.172,123005960
2579.747,178248359
2625.645,161920976
2597.447,181811460
2592.52,160708583
2567.337,158422283
2559.911,153369990
2477.569,131154168
2468.192,126530722
2401.438,94815296
2405.348,113008183
2448.595,113796845
2463.954,126119756
2461.346,193984096
2535.828,164621542
2557.456,147904251
2503.935,161593595
2534.134,186163119
2536.056,181085688
2527.181,165180093
2513.701,191344932
2444.226,157491196
2379.876,113234976
2347.385,146809157
2439.182,124209223
2419.778,170251684
2425.291,188385983
2408.017,179857619
2373.213,142695498
2358.04,139880606
2374.438,186528389
2361.704,158556822
2291.555,144842469
2338.42,162727081
2325.48,160060235
2281.087,150523664
2265.759,145822319
2223.725,146994599
2218.326,130805423
2153.291,73382635
2128.848,83504887
2133.881,87213151
2139.025,103723453
2158.568,83940262
2118.748,124300647
2193.007,123863233
2221.076,182441105
2198.107,154811275
2071.431,97781728
2093.447,87462587
2082.852,122905210
2121.251,148638852
2206.574,152376898
2200.654,183853106
2305.777,160289118
2261.478,128938105
2227.125,129844050
2209.862,162461879
2319.441,198117836
2389.387,211427610
2320.792,199715512
2248.091,173976848
2260.82,209328074
2265.161,172587361
2224.714,192312686
2181.239,160860189
2098.018,165352197
2107.749,151785867
2060.808,134407694
2011.683,84766272
1990.657,85967706
2004.951,88284495
1985.016,87289198
1994.107,74565389
1986.672,109401361
1954.438,132972538
1920.206,115984409
1928.869,87918051
1863.367,73836460
1900.347,83645557
1904.861,71224779
1878.181,80374000
1924.012,92360086
1937.145,99066756
1880.716,67136715
1820.805,50396099
1832.91,56466221
1850.48,55021399
1851.518,53256201
1852.419,64566147
1863.8,74495756
1897.225,98985955
1987.755,86820548
2018.463,102183392
2015.694,92160304
1976.819,97247278
1975.006,78328544
1964.374,81536951
1954.215,108147808
2031.681,121696744
2079.117,128251050
2037.74,145334179
2090.773,164973061
2018.656,118490336
2001.504,175952280
1965.414,134916124
1889.638,104288934
1894.615,81890353
1871.156,77722281
1917.861,122337126
1897.884,65140003
1888.715,69541174
1897.06,84519444
1969.389,127123084
1983.76,130840578
2017.474,128809645
1902.43,156698879
2030.485,136840656
1986.438,130439493
1927.613,121067441
1859.11,65873321
1843.607,90879185
1874.801,91273263
1747.713,46807658
1717.722,45680712
1760.609,60317911
1706.703,39253457
1719.774,35858333
1728.786,40219619
1763.607,53560920
1719.812,52188518
1771.821,59847441
1723.351,50534797
1839.621,46244580
1875.561,47830065
1895.822,48310367
1958.529,54096739
1974.006,44569785
1930.651,38647298
1909.941,50672447
1994.667,40817957
2017.321,68042483
2073.568,56633806
2000.572,54077527
2074.583,45071001
2092.224,50759473
2157.839,56902611
2173.738,60938137
2293.784,78259307
2297.501,101230404
2216.811,64547818
2201.51,100165152
2236.41,139930636
2075.091,58433536
1895.837,66333202
1929.047,45853472
1986.636,46223445
2079.673,30312475
2078.981,36441803
2150.759,39012042
2145.779,30722691
2143.421,37669497
2202.446,38608171
2277.411,34163089
2276.672,42250006
2304.891,34190291
2325.135,36265240
2397.369,46405768
2350.143,34752734
2342.147,40952604
2350.084,40979466
2413.374,33757217
2405.226,46284593
2431.716,61331990
2523.282,73736663
2344.469,38593821
2319.868,53656796
2450.61,31296068
2437.082,31305226
2446.297,41005231
2457.198,36632632
2470.074,47161450
2605.719,48507437
2727.577,39492121
2719.368,40605525
2690.746,42378552
2741.74,37170318
2801.817,49215419
2775.717,44530269
2836.668,48946884
2850.311,58632278
2903.012,62318792
2865.101,62531059
2910.292,72505445
2837.849,61497975
2846.117,61519107
2861.418,66487700
2778.367,57873500
2684.778,50842333
2705.867,60043922
2779.448,70915234
2878.256,54465923
2856.634,64820553
2875.45,90904841
2920.546,97026119
2814.947,80204680
2792.397,77405848
2669.892,57291928
2703.529,68146717
2651.725,40181793
2651.605,40681423
2736.103,38518854
2748.432,60529919
2901.85,65519228
2905.014,64819105
2803.019,48387231
2760.417,40670032
2831.736,74156830
2748.874,56795827
2941.115,66349803
2794.751,43298147
2874.103,40385924
2868.8,41069430
2957.532,49535824
3024.24,46939345
3072.333,50909546
3329.67,34763217
3351.645,41834663
3369.913,48038156
3436.398,56642494
3459.044,49186078
3433.354,48495407
3401.437,51439933
3459.026,52476760
3375.407,42499311
3364.544,52776596
3473.091,59950559
3485.63,68504703
3544.186,73641076
3443.162,66377053
3604.761,48450165
3624.233,64812853
3637.324,83955322
3657.432,88592078
3560.243,90747177
3626.982,79891220
3613.494,87898425
3656.839,75173242
3579.147,90497143
3733.503,98932250
3761.009,99696916
3693.106,107617708
3523.405,67175250
3474.722,75744975
3557.749,129621021
3583.028,142066287
3278.33,66235125
3147.793,48787413
3116.977,59955293
3094.668,43665343
